지구별,주차장명,주차대수,이용시간,날짜
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-007,양화1주차장,5211,1280108,Feb-20
PLT-002,난지123주차장,16067,808331,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-007,양화2주차장,982,164665,Feb-20
PLT-003,망원1주차장,6366,957460,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-009,반포23주차장,51519,3184175,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-005,뚝섬3주차장,6145,624969,Feb-20
PLT-010,잠원1-6주차장,48730,6345615,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-006,광나루3주차장,15362,2343995,Feb-20
PLT-004,이촌2주차장,6452,454045,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-008,여의도2주차장,18302,3029177,Feb-20
PLT-011,잠실1234주차장,39512,3012415,Feb-20
PLT-003,망원23주차장,13478,1738135,Feb-20
PLT-007,양화345주차장,16419,2717048,Feb-20
PLT-004,이촌34주차장,17304,1952023,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-005,뚝섬4주차장,12377,1132611,Feb-20
PLT-008,여의도4주차장,4538,1801435,Feb-20
PLT-008,여의도3주차장,26449,9525172,Feb-20
PLT-006,광나루12주차장,14240,2277917,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-005,뚝섬2주차장,13651,2794715,Feb-20
PLT-001,강서1주차장,2908,153508,Feb-20
PLT-008,여의도1주차장,36090,6740544,Feb-20
PLT-008,여의도5주차장,8767,2929912,Feb-20
PLT-009,반포1주차장,16922,1897221,Feb-20
PLT-004,이촌1주차장,2348,263404,Feb-20
PLT-005,뚝섬1주차장,2328,511086,Feb-20
PLT-006,광나루3주차장,4059,679046,Jan-20
PLT-005,뚝섬2주차장,5355,858413,Jan-20
PLT-009,반포23주차장,23590,1200177,Jan-20
PLT-008,여의도1주차장,19196,3155419,Jan-20
PLT-008,여의도4주차장,1439,615507,Jan-20
PLT-004,이촌34주차장,7404,696647,Jan-20
PLT-005,뚝섬2주차장,5355,858413,Jan-20
PLT-007,양화1주차장,1821,454144,Jan-20
PLT-001,강서1주차장,1522,62272,Jan-20
PLT-009,반포23주차장,23590,1200177,Jan-20
PLT-003,망원23주차장,1382,231375,Jan-20
PLT-005,뚝섬3주차장,3376,177716,Jan-20
PLT-011,잠실1234주차장,18189,1296095,Jan-20
PLT-009,반포1주차장,5767,521612,Jan-20
PLT-008,여의도5주차장,2805,860432,Jan-20
PLT-004,이촌1주차장,609,109039,Jan-20
PLT-009,반포23주차장,23590,1200177,Jan-20
PLT-005,뚝섬4주차장,4844,550244,Jan-20
PLT-008,여의도3주차장,6550,2535862,Jan-20
PLT-005,뚝섬3주차장,3376,177716,Jan-20
PLT-003,망원23주차장,1382,231375,Jan-20
PLT-008,여의도2주차장,5636,790730,Jan-20
PLT-009,반포1주차장,5767,521612,Jan-20
PLT-001,강서1주차장,1522,62272,Jan-20
PLT-003,망원23주차장,1382,231375,Jan-20
PLT-004,이촌34주차장,7404,696647,Jan-20
PLT-009,반포23주차장,23590,1200177,Jan-20
PLT-005,뚝섬2주차장,5355,858413,Jan-20
PLT-006,광나루3주차장,4059,679046,Jan-20
PLT-006,광나루12주차장,5694,1077446,Jan-20
PLT-001,강서1주차장,1522,62272,Jan-20
PLT-007,양화2주차장,392,29319,Jan-20
PLT-009,반포1주차장,5767,521612,Jan-20
PLT-005,뚝섬2주차장,5355,858413,Jan-20
